name,globalChannel_fastfood,globalChannel_other,rating,pc4,level_zip,dv
Café 't Plukje,0,1,4.8,3764,1191,OPERATIONAL
PastaBar Sicily Markthal Rotterdam,0,1,4.0,3011,836,CLOSED_PERMANENTLY
La Stella Del Paese,0,1,4.3,7481,2756,OPERATIONAL
La Rondine,0,1,4.2,5961,2134,OPERATIONAL
shoarma jeruzalem,0,1,4.3,2242,547,OPERATIONAL
De Smaeckkamer,0,1,4.4,1943,437,OPERATIONAL
Wok@Licious,0,1,4.4,2312,580,CLOSED_PERMANENTLY
Grill-Bar Rooz Amstelveen,0,1,4.2,1181,105,OPERATIONAL
Zagroos,0,0,4.5,6511,2359,CLOSED_PERMANENTLY
Heerlijckheid De Eksterhoeve,0,1,4.5,5084,1738,OPERATIONAL
Bink Rooftop,0,1,3.9,2516,649,CLOSED_PERMANENTLY
Sam-Sam Eten En Drinken,0,1,3.5,5171,1778,CLOSED_PERMANENTLY
Athina,0,1,4.5,7815,2924,OPERATIONAL
La Mangerie V.O.F.,0,1,4.7,5911,2111,CLOSED_PERMANENTLY
At Letting,0,0,4.0,1015,5,OPERATIONAL
Il Fratelli,0,1,3.9,6658,2436,OPERATIONAL
't Rustpuntje,0,1,4.6,5111,1754,OPERATIONAL
Restaurant 's-Molenaarsbrug B.V.,0,1,4.6,2401,614,OPERATIONAL
Cafetaria de Boomcate,0,1,4.4,7442,2741,OPERATIONAL
Café-zaal Fons Schobben,0,0,4.4,6443,2341,OPERATIONAL
Restaurant Cafe van den Hogen,0,1,4.3,1131,92,OPERATIONAL
L’inizio Espresso & Wine Bar,0,0,4.9,4811,1634,CLOSED_PERMANENTLY
Wijnbar Centraal,0,1,4.1,3131,915,CLOSED_PERMANENTLY
Wijnkoperij Bartels,0,0,4.5,8011,3031,OPERATIONAL
Leonidas,0,1,4.3,5654,2011,OPERATIONAL
Het Boothuys,0,1,4.6,1394,189,CLOSED_PERMANENTLY
Binnen,0,1,4.4,9203,3623,OPERATIONAL
Cafetaria 't Singeltje,0,0,4.3,4611,1562,OPERATIONAL
LUNCHROOM DE PASSAAZJE,0,1,4.5,9251,3650,OPERATIONAL
Dik & Lang Verse Vlaamse Frietjes,0,1,4.4,5611,1982,OPERATIONAL
cafe-feestzaal WALK-INN,0,0,4.4,6235,2270,OPERATIONAL
Braai Westerpark,0,1,4.3,1051,32,OPERATIONAL
Casa Montalto,0,0,4.6,9401,3713,CLOSED_PERMANENTLY
Café d'Ouwe Haven,0,0,4.6,5165,1777,OPERATIONAL
Café de Kroon,0,0,4.6,5563,1974,OPERATIONAL
Koffiehuis de Nijverheid,0,1,4.5,2031,476,OPERATIONAL
Burgers 'N Ribs (Amsterdam West),0,1,3.9,1066,47,OPERATIONAL
Café‚ Restaurant 'De Driemaster',0,1,4.2,1671,309,OPERATIONAL
Café De Statie,0,0,4.3,6051,2184,OPERATIONAL
VIBES Foodbar,0,1,4.5,1791,388,OPERATIONAL
Asian Restaurant,0,1,3.9,1787,385,OPERATIONAL
Snackwagen \'De Vuurtoren\',0,1,4.3,4328,1435,OPERATIONAL
Greenbean,0,0,4.6,2514,647,OPERATIONAL
Chuku Yuen,0,1,3.6,2273,564,CLOSED_PERMANENTLY
Grillhuis Filiz,0,1,4.7,7607,2820,OPERATIONAL
Restaurant de Mosselbank B.V.,0,1,4.6,4553,1540,OPERATIONAL
Joostshop,0,1,4.2,4836,1651,CLOSED_PERMANENTLY
Gustatio Amsterdam,0,1,4.6,1054,35,OPERATIONAL
Wraps & Salads,1,0,5.0,1065,46,CLOSED_PERMANENTLY
Het Oude Pakhuis,0,1,4.6,6701,2459,OPERATIONAL
Restaurant Eethuis voor Allen,0,1,3.7,9471,3770,OPERATIONAL
Samba Kitchen Churrascaria Rodizio,0,1,4.4,1072,52,OPERATIONAL
Chinees-Surinaams Restaurant Paradijs Sang Lee,0,1,4.2,5612,1983,OPERATIONAL
Ten to Three Bakery,0,1,4.6,2611,698,CLOSED_PERMANENTLY
Kato,0,1,4.8,2011,464,OPERATIONAL
2 Coffee & Such,0,0,4.5,1013,3,OPERATIONAL
Restaurant Bougainville Amsterdam,0,1,4.8,1012,2,OPERATIONAL
Vishandel Metz Nes,0,1,4.3,9163,3610,OPERATIONAL
Wok24,0,1,3.5,3021,842,OPERATIONAL
FF naar Steef,0,0,4.4,6999,2566,OPERATIONAL
BurgerMeister,0,1,4.1,6224,2263,CLOSED_PERMANENTLY
Stoomgemaal Arkemheen (voorheen Hertog Reijnout),0,1,4.4,3861,1243,OPERATIONAL
Snack 2000,0,1,4.0,8431,3239,OPERATIONAL
Friends N Bites Susteren,0,1,4.0,6114,2215,OPERATIONAL
Lots Lunchroom,0,0,4.6,1078,58,CLOSED_PERMANENTLY
World Fashion Cafe,0,0,3.0,1062,43,OPERATIONAL
Palladium,0,1,3.8,1017,7,OPERATIONAL
Café-Partycentrum 't Trefpunt,0,1,4.4,2435,629,OPERATIONAL
Lunchroom De Hoogstraat,0,1,4.085146853146845,3131,915,CLOSED_PERMANENTLY
Ristorante Italiano Il-Gusto,0,1,4.3,3641,1149,OPERATIONAL
Wijnbar Op12,0,0,4.6,5121,1757,CLOSED_PERMANENTLY
Le Connaisseur,0,1,3.9,5611,1982,CLOSED_PERMANENTLY
Wegrestaurant/Eetcafé De Stoof,0,1,4.6,8471,3274,OPERATIONAL
"Cadushi Nobo Antiliaanse, Surinaamse keuken",0,1,4.1,3312,1008,OPERATIONAL
Café de keizer,0,0,4.5,3941,1275,OPERATIONAL
Restaurant Hudson Rotterdam,0,1,4.0,3011,836,OPERATIONAL
Cafetaria de Kloës,0,1,4.3,6456,2348,OPERATIONAL
't Mootje,0,1,4.7,9133,3588,OPERATIONAL
Mynt Grand Café Lounge,0,0,4.3,1012,2,CLOSED_PERMANENTLY
Eetcafé Roem,0,1,4.3,1015,5,OPERATIONAL
Cafetaria Eetcafé De Pearsstal,0,1,4.2,6074,2190,OPERATIONAL
WijnbarRon,0,0,4.3,2611,698,CLOSED_PERMANENTLY
Party-Point partyservice & catering,0,1,5.0,4153,1356,OPERATIONAL
Eetcafé 't Ken-net,0,1,4.6,1606,273,OPERATIONAL
Red Pepper Sichuan Cuisine,0,1,4.1,3011,836,CLOSED_PERMANENTLY
Streekrestaurant 't Sterrebos,0,1,4.2,7588,2809,OPERATIONAL
Brandstof B.V.,0,0,4.2,1016,6,OPERATIONAL
Toko Gembira,0,1,4.2,1315,146,OPERATIONAL
Smoked Crispy Bacon Sandwich House,0,1,4.9,1015,5,OPERATIONAL
Café de Hoek,0,0,4.2,1693,325,OPERATIONAL
Restaurant Café De Eetkamer,0,1,4.2,7311,2674,OPERATIONAL
De Pui,0,0,4.3,3314,1010,OPERATIONAL
Baker's Dough,0,1,4.2,3011,836,OPERATIONAL
Eetcafé Le Mistral,0,1,4.4,6051,2184,OPERATIONAL
Kwalitaria Kamperland,0,1,4.2,4493,1509,OPERATIONAL
Food2share,0,1,5.0,1055,36,CLOSED_PERMANENTLY
La Trattoria da Manuel.,0,1,4.4,5664,2019,OPERATIONAL
Kam Fong,0,1,3.9,3142,924,OPERATIONAL
Tante A'n,0,1,4.5,9161,3608,OPERATIONAL
Halal Fried Chicken,0,1,3.7,1024,13,OPERATIONAL
Café De Halve Maan,0,0,4.6,2071,490,OPERATIONAL
Le Grand Prix,0,1,4.1,2042,484,OPERATIONAL
Marrakech Restaurant,0,1,4.4,1315,146,CLOSED_PERMANENTLY
Stammineke 2.0,0,0,4.5,5971,2139,OPERATIONAL
De Vegetarische Slager,0,1,4.4,2514,647,CLOSED_PERMANENTLY
Restaurant/cafetaria 't Smulhuis,0,1,4.0,6731,2477,OPERATIONAL
Café De Polderpub,0,0,4.4,4926,1693,OPERATIONAL
Restaria Vierrijk,0,1,4.1,5658,2015,OPERATIONAL
Meesters in wijn,0,0,4.4,6211,2251,OPERATIONAL
restaurant HENDRICK,0,1,4.4,8261,3134,OPERATIONAL
Koffie75,0,1,4.6,3572,1123,OPERATIONAL
Burgerz Delft,0,1,4.0,2611,698,CLOSED_PERMANENTLY
Kippie Schiedam,0,1,4.5,3121,910,OPERATIONAL
Grieks Specialiteiten restaurant Apollo,0,1,4.0,2554,672,CLOSED_PERMANENTLY
Eetalage Eten & Drinken Restaurant De,0,1,4.4,7481,2756,CLOSED_PERMANENTLY
Restaurant 't Kläöske,0,1,4.0,6211,2251,OPERATIONAL
Bar James,0,0,4.5,1094,68,CLOSED_PERMANENTLY
Plaza Calluna,0,1,3.7,6951,2543,CLOSED_PERMANENTLY
Zeezand,0,1,4.6,5211,1782,OPERATIONAL
Grieks Specialiteitenrestaurant Delphi,0,1,4.4,1701,329,OPERATIONAL
Café-Restaurant Markt 21,0,1,2.7,4331,1436,CLOSED_PERMANENTLY
Snack & Dine 't Pastorieke,0,1,4.1,6369,2317,OPERATIONAL
Breurs Sevenum,0,0,4.5,5975,2141,OPERATIONAL
The Alley,0,0,2.9,1012,2,CLOSED_PERMANENTLY
Knaap Hakkenbar & Sleutelservice,0,0,4.0,8224,3116,OPERATIONAL
Mendini,0,1,4.0,9711,3895,OPERATIONAL
Crème De La Crème,0,1,4.5,5501,1946,OPERATIONAL
Eet en drink lokaal Mazzeltoff,0,1,4.2,5223,1789,OPERATIONAL
Oevers,0,1,4.3,1433,210,OPERATIONAL
Snackbar Huizum,0,1,4.4,8932,3497,OPERATIONAL
ZINN The location Dilgt,0,1,4.3,9751,3927,OPERATIONAL
Enjoy,0,1,4.2,2671,724,OPERATIONAL
Egbert Jan Catering,1,0,4.6,9411,3722,OPERATIONAL
Café Fier,0,0,4.6,2042,484,OPERATIONAL
Sushi To Be,0,1,4.7,5045,1719,OPERATIONAL
Restaurant Shirak (Armeens & Vegetarisch),0,1,4.4,5211,1782,OPERATIONAL
De Heeren,0,1,3.9,3632,1146,CLOSED_PERMANENTLY
Fogo restaurant @ Landgoed Altembrouck,0,1,4.263829223017799,6255,2278,OPERATIONAL
Aon de Mèrret,0,1,4.2,6211,2251,OPERATIONAL
De Kleine Holevoet,0,1,4.5,3925,1272,OPERATIONAL
De pasta club,0,1,3.8,3262,990,OPERATIONAL
Vishandel Jaap Graaf,0,1,4.4,3233,970,OPERATIONAL
Bij Thomas & Hendrik,0,1,4.3,2165,524,CLOSED_PERMANENTLY
Maalder,0,1,4.5,1185,109,OPERATIONAL
Chicky's Fresh Potatoes,0,1,4.3,3882,1249,OPERATIONAL
Restaurant Carnevino,0,1,4.2,3901,1261,OPERATIONAL
De Bout,0,1,4.4,6027,2170,OPERATIONAL
V.O.F. \'Domme Aanleg\',0,1,4.2,7121,2619,OPERATIONAL
De Kleine Indo,0,1,4.3,5013,1701,OPERATIONAL
De Toerist,0,1,4.3,6006,2158,OPERATIONAL
Piets Broodjes,0,1,4.5,3925,1272,OPERATIONAL
Deli2go,0,1,3.7,2132,503,OPERATIONAL
Bab Touma Syrisch restaurant,0,1,3.8,1506,253,CLOSED_PERMANENTLY
Wijnhoeve de Kleine Schorre,0,0,4.5,4315,1425,OPERATIONAL
Chinees Kantonees Indonesisch Restaurant Oriental Paradise,0,1,4.5,1433,210,OPERATIONAL
Brownies & downieS Woerden,0,1,4.5,3441,1066,OPERATIONAL
De Biergrill,0,1,4.2,1055,36,CLOSED_PERMANENTLY
Herberg De Roskam,0,0,4.7,5616,1987,OPERATIONAL
Lunchroom ’t Onderonsje,0,1,4.3,5482,1943,OPERATIONAL
Riekelt,0,1,4.3,6247,2275,OPERATIONAL
Café de Ark,0,0,4.4,1693,325,OPERATIONAL
Café Dijk 120,0,0,4.0,1012,2,OPERATIONAL
Rendez-Vous De Bontekoe,0,1,4.6,3421,1055,CLOSED_PERMANENTLY
Bottles & Barrels,0,0,5.0,7311,2674,CLOSED_PERMANENTLY
De Linden,0,1,4.6,6668,2443,OPERATIONAL
De Witte Stein,0,1,4.1,5953,2132,OPERATIONAL
Koroush market,0,1,4.1,1181,105,OPERATIONAL
Zalen en Partycentrum It Holt,0,1,4.3,9033,3527,OPERATIONAL
Raadhuis Schipluiden,0,1,4.5,2636,714,OPERATIONAL
Boerderij de Koude Hoek,0,0,4.5,8075,3064,OPERATIONAL
Kota Radja,0,1,4.2,1971,454,OPERATIONAL
De Ruif Vaassen B.V.,0,0,4.2,8171,3101,OPERATIONAL
Paviljoen West Aan Zee,0,1,4.3,8881,3467,OPERATIONAL
Cairo Amoen,0,1,4.4,5262,1816,OPERATIONAL
Café Feesterij The Potter,0,0,4.4,5374,1881,OPERATIONAL
Köfte Kitchen,0,1,4.1,1069,50,OPERATIONAL
Eetcafeossendrecht,0,1,3.9,4641,1577,OPERATIONAL
Literary Café De Graanrepubliek,0,0,4.7,9711,3895,OPERATIONAL
Johnny's Burger Company,0,1,3.3,1053,34,OPERATIONAL
De Jacobeek,0,1,5.0,2011,464,CLOSED_PERMANENTLY
Hemels Patisserie en Espressobar,0,1,4.3,6811,2483,OPERATIONAL
Kaiko,0,1,4.5,1078,58,OPERATIONAL
"THE Irish Pub, O'Mearas of Breda",0,1,4.5,4811,1634,OPERATIONAL
Pizzeria da Luigi,0,0,4.8,6026,2169,OPERATIONAL
La Bamba Dos,0,1,4.5,2241,546,OPERATIONAL
Café De Pieter,0,0,4.3,6211,2251,OPERATIONAL
Sems,0,1,4.4,8911,3480,CLOSED_PERMANENTLY
County Court,0,1,3.5,7776,2900,OPERATIONAL
Cafetaria Markies,0,0,3.5,2382,610,OPERATIONAL
Ourika Moroccan Restaurant,0,1,4.2,2515,648,OPERATIONAL
Trium Events B.V.,0,0,4.085146853146845,5672,2024,CLOSED_PERMANENTLY
De Meelschuur,0,0,4.8,9591,3825,CLOSED_PERMANENTLY
Restaurant Club Rex,0,1,3.9,1211,115,OPERATIONAL
Grieks Restaurant Ena,0,1,4.3,4132,1347,OPERATIONAL
Jade,0,1,4.5,5038,1714,OPERATIONAL
Mandarin,0,1,4.2,6162,2239,OPERATIONAL
JRE - Jeunes Restaurateurs,0,1,5.0,5591,1980,OPERATIONAL
Golden Palace,0,1,3.2,2225,542,CLOSED_PERMANENTLY
La Cucina Italiana,0,1,4.3,4835,1650,CLOSED_PERMANENTLY
De Baret,0,0,4.1,5038,1714,OPERATIONAL
Da Alfio Ristorante Pizzeria,0,0,4.3,2242,547,OPERATIONAL
eazie Den Haag Hollands Spoor,0,1,3.7,2515,648,OPERATIONAL
Café Platenkamp,0,0,4.5,7622,2828,OPERATIONAL
Cul de Sac,0,0,4.3,5038,1714,OPERATIONAL
't Gat in de Markt,0,0,3.0,5461,1930,CLOSED_PERMANENTLY
Primi bar + cucina,0,1,4.8,1051,32,OPERATIONAL
Pizzeria Rimini Wassenaar,0,0,4.6,2242,547,OPERATIONAL
The Baker's café,0,1,4.5,9712,3896,OPERATIONAL
Indian Restaurant Amsterdam Purna,0,1,4.2,1016,6,CLOSED_PERMANENTLY
Café Vino's Place,0,0,4.5,6001,2153,OPERATIONAL
Sin Jah,0,1,4.3,8932,3497,OPERATIONAL
Snackbar De Schaffelaar,0,0,4.3,3771,1196,OPERATIONAL
Hotspot hutspot waterkracht,0,1,4.0,7204,2640,OPERATIONAL
The Mandarin,0,1,3.7,1756,363,OPERATIONAL
Bromo Indah,0,1,4.6,1016,6,OPERATIONAL
Café Printemps,0,0,3.8,6211,2251,OPERATIONAL
Délifrance,1,0,4.085146853146845,3511,1088,CLOSED_PERMANENTLY
Döner Home,0,1,4.4,9251,3650,OPERATIONAL
Caffè Corretto,0,1,4.5,5341,1855,OPERATIONAL
Mister Meatball,0,1,4.5,1012,2,OPERATIONAL
Eet-Café Het Wapen van Wieringerwaard,0,1,3.2,1766,368,CLOSED_PERMANENTLY
Dutch American Diner & Catering de Heuve,0,1,4.1,6642,2427,OPERATIONAL
Cafetaria Centrum,0,1,4.0,9686,3885,OPERATIONAL
Kookstudio & Wijnhandel Smaak van het Zuiden,0,1,4.3,2282,568,OPERATIONAL
Moskou,0,1,4.0,7411,2716,CLOSED_PERMANENTLY
Restaurant De Pelgrim,0,1,4.2,5738,2055,CLOSED_TEMPORARILY
Eetcafe‚ 't Trefpunt,0,0,4.6,3036,856,OPERATIONAL
Montana,0,1,4.5,7581,2804,OPERATIONAL
S. Amir Afshar,0,1,4.263829223017799,9722,3904,OPERATIONAL
De kroeg,0,0,4.4,5492,1945,OPERATIONAL
Sminiahuys Restaurant,0,1,4.5,8911,3480,CLOSED_PERMANENTLY
Het Wapen van Kattuk,0,1,4.8,2225,542,OPERATIONAL
Toko Toet,0,1,4.3,2562,675,OPERATIONAL
The 'Den Eng' Family,0,1,4.1,3997,1296,OPERATIONAL
La Plaza,0,0,4.1,8231,3119,OPERATIONAL
Restaurant Engelbertha Hoeve,0,1,4.4,2332,592,CLOSED_PERMANENTLY
Kunstlokaal,0,0,4.085146853146845,6211,2251,CLOSED_PERMANENTLY
Trek theaterkeuken & café,0,1,4.5,3811,1208,OPERATIONAL
E&C Meat-Wine,0,1,3.4,3011,836,CLOSED_PERMANENTLY
Florya Restaurant & Cafe,0,1,4.1,1055,36,OPERATIONAL
Café Van de Schepop,0,1,4.2,8166,3099,CLOSED_PERMANENTLY
Jackino Pizzeria Dalfsen,0,0,4.0,7721,2875,OPERATIONAL
Ristorante Due Napoletani,0,1,4.1,1071,51,CLOSED_PERMANENTLY
Grillroom Hava Nagilla,0,1,4.2,1901,427,OPERATIONAL
El Greco Snacks Tussen de Vaarten,0,1,4.4,1328,158,OPERATIONAL
CoCuisine,1,0,3.9,3247,979,OPERATIONAL
De Baeckermat,0,1,4.3,4554,1541,OPERATIONAL
Restaurant de Molenmeester,0,1,4.8,7951,3011,CLOSED_PERMANENTLY
Eetcafe De Waterlelie,0,0,3.5,8066,3061,OPERATIONAL
I Dock,0,1,4.1,1013,3,OPERATIONAL
Pom Lai Zundert,0,1,3.9,4881,1676,OPERATIONAL
Greek Restaurant Yamas,0,1,4.5,3731,1172,OPERATIONAL
Van Soest Amsterdam,0,1,4.6,1017,7,OPERATIONAL
Cosy Food Corner,0,0,4.5,2594,694,OPERATIONAL
cafeteria Litjes,0,0,4.5,7041,2585,OPERATIONAL
The Old Pepper Mill,0,1,4.3,3871,1247,OPERATIONAL
Hapas & Tapas bij de Bouche,0,1,4.1,6981,2554,OPERATIONAL
Eethuis Pondok Indah,0,1,4.6,1015,5,OPERATIONAL
L'oro Nero,0,0,4.7,5223,1789,OPERATIONAL
Bufkes,0,1,4.1,6191,2249,OPERATIONAL
Restaurant Catering De Gouden Zon V.O.F.,0,1,4.5,9611,3834,OPERATIONAL
Bar Cava,0,0,4.5,3512,1089,OPERATIONAL
Seoul Sista,0,1,4.4,3012,837,OPERATIONAL
Laifood,0,1,4.8,9723,3905,OPERATIONAL
Café Metropolis,0,0,5.0,9712,3896,CLOSED_PERMANENTLY
The Red Boot,0,0,4.6,1012,2,OPERATIONAL
Restaurant De Nieuwe Es,0,1,4.5,4254,1399,OPERATIONAL
Café \'De Bult\' B.V.,0,0,4.3,1031,18,OPERATIONAL
Blub & Blub,0,1,4.4,3531,1101,OPERATIONAL
Restaurant Nour,0,1,4.4,1094,68,OPERATIONAL
Restaurant Vendel,0,1,4.5,3905,1265,OPERATIONAL
Veestallen,0,1,4.5,4815,1638,OPERATIONAL
Château Neercanne,0,1,4.6,6213,2253,OPERATIONAL
Gasterij den Dijk,0,1,5.0,5311,1839,CLOSED_PERMANENTLY
't Koetshuis,0,0,4.0,8409,3225,OPERATIONAL
Smeer 'm,0,1,4.5,5041,1715,OPERATIONAL
Kippie Middelburg,0,1,4.3,4331,1436,OPERATIONAL
Café Hoegaarden,0,0,4.2,5038,1714,CLOSED_PERMANENTLY
Hildernisse,0,1,4.3,4331,1436,OPERATIONAL
Anytyme De Kombuis,0,1,4.6,8321,3167,OPERATIONAL
Broodjeszaak Natuurlijk,0,1,4.7,3439,1065,OPERATIONAL
Broodje & Zo,0,1,4.5,3553,1113,OPERATIONAL
Restaurant Bar Zalen De Witte Brug,0,1,4.4,5831,2090,OPERATIONAL
Lunchroom Waldeck,0,1,4.2,2551,669,OPERATIONAL
Eetcafé LAGO,0,1,4.2,1097,71,OPERATIONAL
Yakitori & The Sushis,0,1,3.9,5611,1982,OPERATIONAL
M'n Schatje,0,0,3.4,2405,618,OPERATIONAL
Donerhouse Rotterdam,0,1,3.8,3067,880,OPERATIONAL
Café Beentjes,0,0,4.4,1731,345,OPERATIONAL
Visspecialiteitenrestaurant De Schelde,0,1,4.0,4486,1507,OPERATIONAL
Café de Locomotief,0,0,4.2,5911,2111,OPERATIONAL
Vineyard food & drinks,0,1,4.1,3542,1106,OPERATIONAL
't Postkwartier,0,1,3.1,6862,2512,CLOSED_PERMANENTLY
Grand Café Ter Nose,0,1,4.4,4531,1528,OPERATIONAL
Alcatraz Café,0,0,4.2,8601,3348,OPERATIONAL
"Verhulst, food and drink",0,0,4.4,1071,51,OPERATIONAL
Leaf Vegetarian,0,1,4.4,3011,836,OPERATIONAL
BlendUT,0,0,4.7,3543,1107,CLOSED_PERMANENTLY
Cafe Aen't Water,0,0,4.2,1012,2,OPERATIONAL
Man Wah,0,1,4.4,2691,733,OPERATIONAL
Pizzeria-Grillroom Samos,0,0,3.7,5721,2049,CLOSED_PERMANENTLY
Friture 't Hoentje,0,1,4.1,6431,2333,OPERATIONAL
Royal bakery,0,0,4.2,5211,1782,OPERATIONAL
Gri. Special.restaur. Rhodos,0,1,4.1,6713,2470,OPERATIONAL
Tuk's T-Home,0,0,4.4,8334,3174,OPERATIONAL
Asian Fusion Kitchen,0,1,4.5,1544,264,CLOSED_PERMANENTLY
Eterij-Tapperij De Platte Reedijk,0,1,4.5,3274,997,OPERATIONAL
Cafetaria 't Trefpunt,0,1,4.0,2691,733,OPERATIONAL
Snackbar en IJssalon Henk,0,1,4.4,1402,194,OPERATIONAL
Intermezzo,0,1,3.3,5961,2134,OPERATIONAL
Pata Negra,0,1,4.1,8601,3348,OPERATIONAL
Subway,0,1,3.8,2284,570,CLOSED_PERMANENTLY
Eetgalerie de Heerlyckheid,0,1,4.3,7126,2622,CLOSED_PERMANENTLY
Tjix & Beers,0,1,4.2,2712,738,CLOSED_PERMANENTLY
lunch cafe Atelier Elly Koot,0,0,4.0,1151,97,CLOSED_PERMANENTLY
Pizzeria Casa Stromboli,0,0,4.1,7443,2742,OPERATIONAL
Café Arnhem,0,1,4.0,6811,2483,OPERATIONAL
Tok Tok Chicken,0,1,3.8,3543,1107,OPERATIONAL
Restaurant Het Verschil,0,1,5.0,2161,521,CLOSED_PERMANENTLY
La Fermata,0,1,4.1,3441,1066,OPERATIONAL
Grand Café in het Gem.mus.,0,1,3.9,2517,650,OPERATIONAL
San Giovanni,0,1,2.9,1011,1,OPERATIONAL
Sfeer lunch& diner,0,1,5.0,6014,2162,CLOSED_PERMANENTLY
't Hooghe Water,0,1,3.9,2904,786,OPERATIONAL
Verhage,0,1,4.2,3053,869,OPERATIONAL
El Caribe,0,0,2.8,3021,842,CLOSED_PERMANENTLY
Oudegracht CafetariaXL and Eethuys,0,0,4.3,5623,1991,OPERATIONAL
Starbucks,0,0,3.9,6041,2178,OPERATIONAL
Golfbaan Het Rijk van Nijmegen,0,1,4.5,6561,2382,OPERATIONAL
hotspot hutspot lomba,0,1,4.6,3076,888,OPERATIONAL
Famous Lounge,0,0,4.5,3766,1193,OPERATIONAL
Cafetaria D'n Bourgondiër,0,1,4.5,5328,1850,OPERATIONAL
LOES,0,1,4.5,3353,1030,OPERATIONAL
Eetcafé \'Marktzicht\',0,1,4.1,4301,1417,OPERATIONAL
Gouden Carolus V.O.F.,0,0,4.5,5081,1737,OPERATIONAL
Happy Snacks,0,1,3.9,6164,2241,CLOSED_PERMANENTLY
Altijd Wereldrestaurant,0,1,3.5,2901,783,OPERATIONAL
't Brabants Eethuys,0,1,4.4,5131,1762,OPERATIONAL
De Van Diepeningen Lounge,0,0,4.7,2202,531,OPERATIONAL
La Terrasse,0,1,3.7,2202,531,OPERATIONAL
Barber Fifty Five,0,0,5.0,7411,2716,OPERATIONAL
Tommy Kitchen,0,1,4.1,2406,619,CLOSED_PERMANENTLY
"Here, Mangi e Bevi",0,1,5.0,2511,644,CLOSED_PERMANENTLY
Restaurant Bij Ernst,0,1,4.5,1483,241,OPERATIONAL
Golfbaan Landgoed Welderen,0,1,4.1,6661,2438,OPERATIONAL
Snackkiosk Ed Kroket,0,1,4.5,3621,1141,OPERATIONAL
OOST in ZUID,0,1,4.1,1076,56,CLOSED_PERMANENTLY
De Heerlijckheid van Winschoten,0,1,4.0,9671,3873,CLOSED_PERMANENTLY
Nile Sphinx,1,0,3.3,1324,154,OPERATIONAL
Saigon Snacks,0,1,4.4,3605,1134,OPERATIONAL
Het Waterpoortje,0,1,4.5,9934,4014,OPERATIONAL
Eetcafé De Boerderij,0,1,4.4,9162,3609,OPERATIONAL
Disco / Café Stuivezand,0,0,4.1,4882,1677,CLOSED_PERMANENTLY
Sector 3,0,1,4.0,3511,1088,CLOSED_PERMANENTLY
Restaurant-Pizzeria Da Gigi,0,0,4.2,3904,1264,OPERATIONAL
Café - Restaurant De Thermiekbel,0,1,4.1,6816,2488,OPERATIONAL
Bobo Horeca Exploitatie B.V.,0,0,5.0,9482,3777,CLOSED_PERMANENTLY
Snackbar Kip Royaal,0,1,4.4,3044,863,OPERATIONAL
Downtown,0,1,3.4,1017,7,OPERATIONAL
Belplast Barneveld B.V.,0,0,5.0,3771,1196,OPERATIONAL
Tapas & crazy coctail bar,0,0,4.085146853146845,1017,7,CLOSED_PERMANENTLY
Café Blek,0,1,4.2,1078,58,OPERATIONAL
Restaurant De Vissershaven,0,1,4.0,4381,1459,CLOSED_PERMANENTLY
Tierney's Irish Pub & Restaurant,0,1,4.5,2011,464,OPERATIONAL
The Peppermill,0,1,3.7,8011,3031,CLOSED_PERMANENTLY
Croissanterie Outmayer,0,1,3.6,1012,2,OPERATIONAL
Lunchroom de iterij de fuorman,0,1,4.6,9254,3651,OPERATIONAL
Sweet Asia,0,1,3.8,1093,67,OPERATIONAL
Wapen van Zeeland Het,0,0,5.0,4543,1538,CLOSED_PERMANENTLY
Het Leven,0,1,4.1,8911,3480,OPERATIONAL
Noumidia,0,1,4.3,1074,54,CLOSED_PERMANENTLY
Dames Pellens Rijsbergen,0,1,4.7,4891,1680,CLOSED_PERMANENTLY
O'Morrow,0,1,4.2,4132,1347,OPERATIONAL
Kostas de Griek,0,1,4.2,3069,882,OPERATIONAL
Grandcafé Fiji,0,1,4.0,3811,1208,OPERATIONAL
Harteveld Smulboetiek,0,1,4.6,3131,915,OPERATIONAL
De Kade Lunch,0,1,5.0,5645,2005,CLOSED_PERMANENTLY
Restaurant Trix,0,1,4.3,6816,2488,OPERATIONAL
Eetcafé De Troubadour B.V.,0,0,4.2,5954,2133,OPERATIONAL
De Heeren van Liemeer,0,1,4.2,2441,630,OPERATIONAL
In De Keulse Kar,0,1,4.3,5211,1782,OPERATIONAL
Casa Paco HHW,0,0,4.085146853146845,1703,331,CLOSED_PERMANENTLY
Chinese Specialties Cantonese Restaurant Happy Garden,0,1,4.4,3828,1223,OPERATIONAL
V.O.F. Café en Patisserie Jehl,0,0,4.7,6291,2296,CLOSED_PERMANENTLY
Vuvu The Hague,0,1,4.6,2562,675,OPERATIONAL
Smulwereld de Corner,0,1,3.7,2716,741,OPERATIONAL
CAFETARIA TIMMIES,0,0,4.4,7002,2568,CLOSED_PERMANENTLY
Olive&Cookie,0,1,4.9,1072,52,OPERATIONAL
MangiAmore,0,1,4.3,1078,58,OPERATIONAL
In d'n awwe Herberg,0,1,4.4,6212,2252,OPERATIONAL
Grand Cafe de Zon,0,1,4.2,7471,2752,OPERATIONAL
Borgo d'Aneto,0,1,4.7,3071,883,OPERATIONAL
